Scopus,country,2000,2001,2002,2003,2004
60027627,US,10341228000;13003136100;15825753000;16069913600;16420179300;16441505600;16465117600;24368896000;24393904300;24798428000;35435005300;35956503100;40661648300;55401679800;55498895700;56135694700;56244590200;56329627300;56816053000;56980082700;57007012200;57042136700;57189175341;57189698152;57189727052;57193978808;57199711740;57201313314;57215761523;6507161501;6507843097;6602573751;7004015013;7004044163;7004211285;7005612227;7005684372;7601450213;7801628732;8213487000;8451778100;8575451600;8626993200;9435655800,13003136100;15825753000;16069913600;16441505600;16465117600;24368896000;24798428000;35435005300;35956503100;40661648300;55498895700;55815499400;56135694700;56244590200;56329627300;56816053000;57189175341;57189698152;57193978808;57199711740;57201313314;6507161501;6507843097;6602573751;7005612227;7005684372;7601450213;8575451600;8626993200,13003136100;15825753000;16069913600;16441505600;16465117600;24368896000;35435005300;35956503100;55498895700;55815499400;56135694700;56244590200;56329627300;56816053000;57189175341;57189698152;57193978808;57199711740;57201313314;6507161501;6507843097;6602573751;7005684372;7601450213;8575451600;8626993200,13003136100;14526287200;15825753000;16441505600;16465117600;24368896000;35435005300;35956503100;55498895700;55815499400;56135694700;56244590200;56329627300;56816053000;57189175341;57189698152;57193978808;57199711740;57201313314;6507161501;6507843097;6602573751;7005684372;7601450213;8575451600;8615232200;8626993200,14526287200;15825753000;16465117600;55498895700;55815499400;56244590200;56329627300;57189698152;57193978808;6507161501;6507843097;7005684372;7601450213;8575451600;8615232200;8626993200
60015609,US,13806438000;14324530400;16303261300;16444512700;16511622100;16518144000;24377526000;36481083300;36763207100;36767918500;36897747800;55483627300;55717003400;55922309800;56914741200;57189285974;57192038528;57192947956;57193126562;57913944700;6504803004;6505651196;6505998620;6506025814;6506337625;6507059003;6507422532;6507772174;6602990477;6603278596;6603334121;6701475841;6701492100;7004512434;7006434454;7102548557;7202914398;7401817959;7402806464;7403215107;7403455268;7407040549;8833617300,13806438000;14324530400;16518144000;24377526000;36481083300;36763207100;56914741200;57189285974;57193126562;6505651196;6506337625;6507059003;6507422532;6701475841;7006434454;7102548557;7402806464;7403455268;7407040549;8833617300,13806438000;14324530400;16518144000;24377526000;36481083300;36763207100;56914741200;57193126562;6505651196;6506337625;6507422532;6701475841;7006434454;7102548557;7402806464;7403455268;7407040549;8833617300,13806438000;14324530400;15023138300;16435178400;16518144000;24377526000;24400014800;36763207100;56914741200;57193126562;57197325993;6505651196;6506337625;6507422532;6701475841;7006434454;7102548557;7402806464;7403455268;7407040549;8833617300,15023138300;16435178400;24400014800;27068017000;55911163800;55911759100;56914741200;57193126562;6505651196;6506337625;6701475841;7102548557;7402806464;7403455268;8833617300
60010451,US,15824818500;16052624600;24369314400;24371065700;24384311200;26643094700;35888094100;36905931800;55446106100;55825263100;57189273178;57190236551;57191770479;6507746687;6602141074;6602797539;6603450841;6603706240;6603875331;6701315523;7003289337;7003488093;7004893255;7101606016;7101942007;7102408768;7202045991;9278685900,15824818500;16052624600;24369314400;24371065700;24384311200;26643094700;36905931800;55446106100;55825263100;56683642200;57189273178;57190236551;57191770479;6507160927;6507746687;6602141074;6602797539;6603450841;6603706240;6603875331;6701315523;7003289337;7004893255;7101606016;7101942007;7102408768;7202045991;8987174800;9278685900,15824818500;16052624600;24369314400;24371065700;24384311200;26643094700;36905931800;55446106100;55825263100;56683642200;57189273178;57190236551;57191770479;6507160927;6507746687;6602141074;6602797539;6603450841;6603706240;6701315523;7003289337;7004893255;7101606016;7101942007;7102408768;7202045991;8987174800;9278685900,15824818500;16052624600;24369314400;24371065700;24384311200;26643094700;36905931800;55446106100;55449805300;55825263100;56683642200;57189273178;57190236551;57191770479;6507160927;6507746687;6602141074;6602797539;6603450841;6603706240;6701315523;7003289337;7004893255;7101606016;7101942007;7102408768;7202045991;8987174800;9278685900,15824818500;16052624600;24369314400;24371065700;55446106100;55449805300;55825263100;55833930900;57189273178;6602141074;6602797539;6603450841;6603706240;6701315523;7004893255;7101606016;7101942007;7102408768;7202045991;8987174800
60014971,US,15071258700,15071258700,15071258700,15071258700,
60026953,US,16470326800;24303820500;55666622400;57715494600;6506030054,16470326800;24303820500;55666622400;57715494600;6506030054,24303820500;57715494600;6506030054,24303820500;36619380000;57715494600;6506030054,57715494600;6506030054
60014543,US,15064664000;16409169200;36783194900;55439241100;55828435700;56125128300;56608838000;57190235846;57196359178;6505832181;6506809524;6506869670;6602127418;6602865726;6602933140;6603546891;6603901858;6701600200;7003444966;7004002614;7006376006;7102343346;7102667374;7202239112;7202767035;7402377996;8556225800,15064664000;36783194900;55828435700;55850310400;56608838000;57190235846;57196359178;6602865726;6602933140;6603546891;6603901858;6701600200;7003444966;7006376006;7402377996;7402529378;7404582555;8556225800,15064664000;36783194900;55828435700;56608838000;57190235846;57196359178;6602865726;6602933140;6603546891;6603901858;7003444966;7006376006;7402377996;7402529378;7404582555;8445502900;8556225800,15064664000;36783194900;56586240500;56608838000;57190235846;57196359178;6602865726;6602933140;6603546891;6603901858;7003444966;7006376006;7402377996;7402529378;7404582555;7801412882;8445502900;8556225800,15064664000;36783194900;56608838000;57189686228;57190235846;6602865726;6602933140;6603546891;6603901858;7006376006;7402377996;7402529378;7404582555;7801412882;8445502900
60018676,US,10340210600;24304680000;35361461100;35362554000;56906771000;57041618900;57191081429;6603996050;7004076317;7101774272;7801490943;7801496536,10340210600;24304680000;35361461100;35362554000;56906771000;57041618900;57191081429;6603996050;7004076317;7101774272;7801490943;7801496536,10340210600;12239279000;24304680000;35361461100;35362554000;56906771000;57191081429;6603996050;7004076317;7801490943;7801496536,10340210600;24304680000;25652890300;35361461100;35361961300;35362554000;56906771000;57191081429;6602322938;6603996050;7004076317;7801490943;7801496536,10340210600;24304680000;54880847400;57191081429;7003270609;7801496536;8317948100
60016735,US,57189427163;8324522000,8324522000,8324522000,8324522000,57191079924;8324522000
60002348,US,24537628300;56457552800;57012322600;57188796292,24537628300;56457552800;57012322600;57188796292,24537628300;56457552800;57012322600;57188796292,24537628300;56457552800;57012322600;57188796292,24537628300;57012322600;57188796292
60030730,US,25027103900;36837979400;36992278800;55504043500;56264523200;56456779600;57189418529;57191766911;57201212886;6507080738;6508312597;6603196252;7006454843;7202254429;7202544854;7202682007;7402142948;7801631015,36837979400;55504043500;56264523200;56456779600;57189418529;57191766911;6507080738;6508312597;7202544854;7202682007;7402142948;7801631015,36837979400;55504043500;56264523200;56456779600;57189418529;57191766911;6507080738;6508312597;7202544854;7202682007;7402142948;7801631015,36837979400;55504043500;56264523200;56456779600;57189418529;57191766911;6507080738;7202544854;7402142948;7801631015,36837979400;55504043500;56264523200;56456779600;6507080738;7202544854;7801631015
60018491,CA,13806291300;22984621900;6507774286;7005284142;7102181938;7103180312;7201551564,13806291300;22984621900;6507774286;7005284142;7102181938;7103180312;7201551564,13806291300;22984621900;6507774286;7005284142;7102181938;7201551564,13806291300;22984621900;6506871472;6507774286;7005284142;7102181938;7201551564,
60006205,US,23971856800;35386529100;36867145200;57168274500;6503883910;6506804747;6507121661;7006606389,23971856800;35386529100;36867145200;57168274500;57191577596;6503883910;6507121661,23971856800;35386529100;36867145200;57168274500;57191577596;6503883910;6507121661,23971856800;35386529100;36867145200;57168274500;6503883910;6507121661,23971856800;36867145200;57168274500;6503883910;6507121661
60014069,US,25722360300;36682579200;37002877100;55456272800;57013099300;7005068133;7202914956;8532023700,25722360300;36682579200;37002877100;55199991200;56786120000;7202914956;8532023700,25722360300;36682579200;37002877100;55199991200;56786120000;7202914956;8532023700,25722360300;36682579200;37002877100;53463862600;55199991200;56786120000;6603037596;7006715955;7202914956;8532023700,55199991200;56786120000;7202699649;7202914956;8438171500;8532023700
60009439,US,16404048800;17135941400;26537206300;36922867400;37085947000;55992613100,16404048800;17135941400;36922867400,16404048800;17135941400;36922867400,16404048800;17135941400,16404048800;7004384099;7407667273
60014826,US,21136519500;55221739300;57191946565;57225445736;58084401700;6503862037;6603835817;7006058356;7102399653;8574602200;8905382300,13807805300;21136519500;55221739300;57191946565;57225445736;58084401700;6503862037;6603835817;7006058356;7102399653;8227638000;8574602200;8905382300,13807805300;21136519500;55221739300;57191946565;57225445736;58084401700;6503862037;6603835817;7006058356;7102399653;8227638000;8574602200;8905382300,13807805300;21136519500;55221739300;57191946565;57225445736;58084401700;6503862037;6603835817;7006058356;7102399653;8227638000;8574602200;8905382300;8986062500,13807805300;21136519500;55221739300;57191946565;57225445736;58084401700;6503862037;6603835817;7006058356;7102399653;8227638000;8574602200;8905382300;8986062500
60017425,US,24362359400;24424322300;35118798000;36069467700;36845992800;55722183100;6504258676;6505900213;6602145581;6602211651;7004217179;7006053937;7006620046;7102027554;7102208415;7402748814;8334233300;8431920700,24362359400;24424322300;35118798000;36069467700;36845992800;55722183100;6505900213;6602211651;7004217179;7006053937;7102027554;7402748814;8334233300;8431920700,24362359400;24424322300;35118798000;36069467700;36845992800;55722183100;6505900213;6602211651;7004217179;7006053937;7102027554;7402748814;8334233300;8431920700,24362359400;24424322300;35118798000;36069467700;36845992800;55722183100;6602211651;7004217179;7006053937;7102027554;7102238284;7402748814;8334233300;8431920700,24424322300;35118798000;35753042100;36069467700;36845992800;55722183100;6602211651;7004217179;7006053937;7402748814;8431920700
60005016,US,36840114900;36854301900;55433762500;56104276300;56325156800;57198622407;6507056633;6603797929;7004529296;7006728553;8529544300,14833472000;36840114900;36854301900;55433762500;56104276300;56325156800;57191769160;57192514566;57198622407;6507056633;6603797929;7004529296;7006728553;7402282899;7404860188;7801639561;8529544300,36840114900;36854301900;55433762500;56104276300;56325156800;57191769160;57192514566;57198622407;6507056633;6603797929;7004529296;7006728553;8529544300,36840114900;36854301900;55433762500;56104276300;56325156800;57191769160;57192514566;57198622407;6507056633;6603797929;7004529296;7006728553;8529544300,55433762500;56325156800;57192514566;6603797929;7004529296;8529544300
60006649,US,36069429600;6508060159;7102880733,36069429600,36069429600;57064852500,36069429600;57037016600;57064852500;7005568304,36069429600;57037016600;57064852500
60027962,US,56063471900,56063471900,56063471900,56063471900;56562199900,56063471900;56562199900
60010061,US,16434322300;16452309200;36118219800;37061619300;56809252400;57151883600;6504816705;6505841922;6507369150;6602546657;6603547675;7004700441;7004798244;7102301412;7102426210;7102534842;7202012550;8307980300,36118219800;56809252400;57151883600;6504816705;6507369150;6602546657;6603547675;7004700441;7004798244;7102301412;7102426210;7102534842;7202012550;8307980300,56809252400;6504816705;6507369150;6602546657;6603547675;7004700441;7004798244;7102301412;7102426210;7102534842;7202012550;8307980300,56809252400;6504322889;6504816705;6507369150;6508109950;6602546657;6603547675;7004700441;7102301412;7102426210;7102534842;7202012550;8281630600;8307980300,6504322889;6504816705;6507369150;6508109950;6602546657;6603547675;7004700441;7102301412;7102534842;7202012550;8281630600
60011941,AU,45161732500,45161732500,45161732500,45161732500,
60029472,US,10639017100;14523819500;21834582900;24476326700;55574231744;55985640700;56215904400;56261540900;56405008600;6505632163;6505820291;6505964296;6506615881;6506823540;6507351927;6507941616;6601977446;6602214352;6602360622;6602470669;6603322965;6701424049;7003345393;7003716826;7003983665;7005662057;7005780825;7006078050;7201493375;7202266282;7401979715;7402271047;7404561046;7405881572;7501448825;8873464300,10639017100;14523819500;21834582900;24476326700;55985640700;56215904400;6505632163;6505964296;6506615881;6506823540;6507351927;6507941616;6602214352;6603322965;6701424049;7003716826;7003983665;7005780825;7006078050;7201493375;7201820586;7202266282;7402271047;7405881572;8873464300,10639017100;21834582900;24476326700;55985640700;56215904400;6505632163;6505964296;6506823540;6507351927;6507941616;6602214352;6603322965;6701424049;7003716826;7003983665;7005780825;7006078050;7201493375;7201820586;7202266282;7402271047;7405881572;8873464300,10639017100;21834582900;24476326700;36118095100;55985640700;56215904400;6505632163;6505964296;6507941616;6602214352;6603322965;6701424049;7003716826;7003983665;7005780825;7006078050;7201493375;7201820586;7202266282;7402271047;7405881572;8873464300,22986520200;24476326700;37084629200;55985640700;6505964296;6602214352;6603322965;6701424049;7003716826;7003983665;7006078050;7201493375;7201820586;7202266282;7402271047;7405881572
