stu_id,adviser_name,commitee_members,source
"LONERGAN, BRIAN;Yale University;2000",Benjamin Polak,,University
"LONG, MARK;University of Michigan;2002",Julie Cullen,Charles Brown; Don Heller; Joel Slemrod,CV
"LONG, XIAONING CHERYL;Washington University in St. Louis;2001",Marcus Berliant,,academictree
"LOONEY, WALTER ADAMS;Harvard University;2004",Lawrence Katz,,academictree
"LOPEZ MURPHY, PABLO DANIEL;University of California, Los Angeles;2003",Arnold C. Harberger,,academictree
"LOPEZ RAGO, RICARDO ANTONIO;University of California, Los Angeles;2003",Arnold C. Harberger,,academictree
"LOPEZ-CORDOVA, JOSE E.;University of California, Berkeley;2000",Barry Eichengreen,,academictree
"LORDKIPANIDZE, NAZIBROLA;Cornell University;2004",William G. Tomek,,academictree
"LORENZONI, GUIDO;Massachusetts Institute of Technology;2001",Ricardo Caballero,,Dissertation
"LOUKINE, KONSTANTIN;University of Western Ontario;2002",John Whalley,,academictree
"LOVE, DAVID A.;Yale University;2003",George J. Hall,,
"LOWEN, AARON;University of Iowa;2003",Douglas V. DeJong,,academictree
"LU, CHIA-HUI;University of Wisconsin;2004",M. Scott Taylor,,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.196.7241&rep=rep1&type=pdf
"LU, GONGLU;University of California, Los Angeles;2003",Aaron Tornell,,academictree
"LU, JING-I;Michigan State University;2002",Rowena Pecchenino,,Dissertation; academictree
"LUCA, ALINA;Michigan State University;2003",Rowena A. Pecchenino,,academictree
"LUCCASEN, RAPHEAL A.;Texas A&M University;2003",Timothy Gronberg,,University
"LUENGNARUEMITCHAI, PIPAT;University of California, Berkeley;2004",Barry Eichengreen,,academictree
"LUGO-CAMACHO, FERNANDO;University of Connecticut;2001",Steven R. Cunningham,,Email
"LUGO-GIL, JULIETA;New York University;2003",Christopher J. Flinn,Xiaohong Chen; Ricardo Lagos; Donghoon Lee; Giorgio Topa,Dissertation
"LUIS DE CASTRO, RUI;University of Rochester;2000",Per Krusell,,academictree
"LUO, DENGPAN;Yale University;2003",Robert J. Shiller,,academictree
"LUO, FEIJUN;University of Alabama;2001",John P. Formby,,academictree
"LUPESCU, APOLLO DIONYSAS;University of California, Santa Barbara;2004",Rajnish Mehra,,academictree
"LUQUE, JAVIER A. LUQUE;University of Rochester;2003",Eric A. Hanushek,,academictree
"LUSTIG, HANNO NICO;Stanford University;2002",Robert E. Hall; Thomas J. Sargent,Dirk Krueger,Dissertation
"LUZIO-ANTEZANA, RODOLFO SANTIAGO;University of Chicago;2001",Robert Townsend,Fernando Alvarez; Maitreesh Ghatak,Dissertation
"LYBECKER, KRISTINA M.;University of California, Berkeley;2000",Joseph Farrell,Brian Wright; Pranab Bardhan,CV; academictree
"LYLE, DAVID S.;Massachusetts Institute of Technology;2003",David H. Autor; Daron Acemoglu,,Dissertation
"LYMAN, SHARI LEE WRIGHT;University of Utah;2003",Thomas N. Maloney,Al Campbell; Cihan Bilginsoy; James P. Gander; Richard L. McNearny,Dissertation
"LYONS, ANGELA CHRISTINE;University of Texas;2001",Daniel T. Slesnick,Stephen Bronars; Don Fullerton; Peter Wilcoxen; Barbara Robles,Dissertation
"MA, ALYSON C.;University of California, Davis;2004",Robert C. Feenstra,,academictree
"MA, GUOZHONG;University of Alabama;2002",James Cover,,academictree
"MABAYA, EDWARD;Cornell University;2003",Ralph D. Christy,,academictree
"MAC, CHI TINH;Columbia University;2004",Mitali Das; Rajeev Dehejia,,Dissertation
"MACDONAGH-DUMLER, CHRISTOPHER;Yale University;2001",Peter C.B. Phillips,,Advisor CV; academictree
"MACEY, WILLIAM J.;University of Texas;2002",Peter J. Wilcoxen,,academictree
"MACGARVIE, MEGAN;University of California, Berkeley;2003",Bronwyn H. Hall,,academictree
"MACGEE, JAMES;University of Minnesota;2004",Timothy J. Kehoe,,academictree
"MACKOWIAK, BARTOSZ ADAM;Yale University;2002",Christopher Sims,Giancarlo Corsetti,University
"MADARASSY, RITA;University of California, Santa Cruz;2002",Menzie Chinn,Yin-Wong Cheung,Email
"MADISON, KRISTIN MARIE;Stanford University;2001",Mark McClellan,Daniel Kessler; John Pencavel; Kate Bundorf,Email
"MADRAZO, LUIS;Yale University;2003",Stephen Morris,,http://www.princeton.edu/~smorris/past%20PhD%20Students
"MADURO, JR., GIL A.;City University of New York;2002",Michael Grossman,,University
"MAESTAS, NICOLE ANNE;University of California, Berkeley;2002",David Card,Alan Auerbach; Eugene Smolensky,Email
"MAGENDZO, IGNACIO IGAL;University of California, Los Angeles;2001",Sebastian Edwards,,academictree
"MAHAJAN, APRAJIT;Princeton University;2004",Bo E. Honoré,,academictree
"MAHESHWARI, SUNIL;Clark University;2002",Wayne B. Gray,,Dissertation
"MAJUMDAR, BAISHALI;West Virginia University;2002",Subhayu Bandyopadhyay,,academictree
"MAJUMDAR, SUMON;Boston University;2001",Kevin Lang,,Advisor CV
"MAKELA, TIMO TAPANI;Yale University;2002",Peter C.B. Phillips; Donald Andrews,,Advisor CV
"MALANI, ANUP;University of Chicago;2003",Tomas Philipson,Gary Becker; Willard Manning,CV
"MALHOTRA, NISHA;University of Maryland;2004",Arvind Panagariya,,academictree
"MALHOTRA, VARSHA;Georgetown University;2000",Behzad Diba,,academictree
"MALIK, FAROOQ;Texas Tech University;2000",Bradley T. Ewing,,academictree
"MAMMEN, KRISTIN;Princeton University;2002",Christina Paxson,Anne Case; Bo Honoré,Dissertation; CV
"MANCINI, DOMINIC J.;University of North Carolina;2000",John F. Stewart,,University
"MANCINI, MARIKAH;Purdue University;2004",Timothy N. Cason,,academictree
"MANSON, STEVEN JAMES;University of Washington;2001",Eric W. Zivot,Charles R. Nelson; Avraham Kamara; Jacqueline Meszaros,Dissertation
"MANSUR, KASIM;University of Wisconsin, Milwaukee;2000",Markos Mamalakis,,https://www.researchgate.net/profile/Kasim_Mansur
"MANUSZAK, MARK D.;Northwestern University;2000",Robert Porter,,Email
"MARASCO, STEPHEN;Michigan State University;2001",Kenneth Boyer,,Dissertation
"MARAZZI, MARIO;Cornell University;2002",Robert T. Masson,David Easley; Kaushik Basu,University
"MARCO, ALAN C.;University of California, Berkeley;2000",Bronwyn H. Hall,,CV; academictree
"MARENO, MARIA ANTONIA;University of Notre Dame;2000",Jaime Ros,Tamara Baker,Dissertation
"MARES, VLADIMIR;Rutgers University;2001",Martin K. Perry,,academictree
"MARINI, ALESSANDRA;Cornell University;2004",David E. Sahn,,academictree
"MARINOVIC, ALEJANDRA;Columbia University;2002",Stephen Cameron,,academictree
"MARISCAL MEDINA, ELISA V.;University of California, Los Angeles;2001",Kenneth L. Sokoloff,Sanford M. Jacoby; Naomi R. Lamoreaux; Jean-Laurent Rosenthal,Dissertation
"MARKOV, DENNIS;University of Notre Dame;2002",Lawrence Capron Marsh,,academictree
"MARONE, GUILHERME CORTELLA;University of Chicago;2001",Pierre-Andre Chiappori,Maitreesh Ghatak; Jose Scheinkman,Dissertation
"MARPLES, DONALD;Syracuse University;2001",Douglas Holtz-Eakin,,academictree
"MARRUFO, GRECIA MAYGUALIDA;University of Chicago;2001",James J. Heckman,,academictree
"MARSH, CATHRYN;University of Colorado;2001",Thomas F. Rutherford,Yongmin Chen,Academictree;Commitee CV
"MARTIN, FACUNDO SANTIAGO;University of Maryland;2003",Carmen Reinhart,,academictree
"MARTIN, RICHARD;Simon Fraser University;2002",Nicolas Schmitt,Robbie Jones; Greg Dow; Ron Giammarino,Dissertation
"MARTIN, ROBERT FRANKLIN;University of Chicago;2002",Lars Peter Hansen,,Advisor CV
"MARTINEZ-JEREZ, ASIS;Harvard University;2002",Paul Healy,Krishna Palepu; Andrei Shleifer,CV
"MARTINS, NUNO C.;Northwestern University;2000",Ian Domowitz,,Email
"MARTON, JAMES;Washington University in St. Louis;2002",Marcus Berliant,,academictree
"MARZO, MASSIMILIANO;Yale University;2002",Christopher Sims,William Brainard,University
"MAS CANAL, NURIA;Harvard University;2001",David M. Cutler,,academictree
"MASSOUD, ALI;Claremont Graduate University;2003",Thomas D. Willett,,academictree
"MASSOUD, NADIA;Queen's University;2001",Dan Bernhardt,,Dissertation
"MATHESON, THORNTON;University of Maryland;2001",Roger R. Betancourt,Bartolomiej Kaminski; Peter Murrell; Wallace Oates; Arvind Panagariya,Dissertation
"MATHESON, VICTOR ALEXANDER;University of Minnesota;2001",Edward Foster,Tom Holmes; Tom Stinson; Andrea Moro,Dissertation
"MATHEWS, TIMOTHY;SUNY, Stony Brook;2002",Yair Tauman,Pradeep Dubey; Konstantinos Serfes; Thomas Jeitschko; Abraham Neyman,CV
"MATOS-DIAZ, HORACIO;Kansas State University;2000",James F. Ragan,Steven P. Cassou; Bernt Bratsberg; Allen Featherstone,CV
"MATSCHKE, XENIA;University of Wisconsin;2003",M. Scott Taylor,Robert W. Staiger; Igal Hendel; Robert E. Baldwin,University
"MATSUMOTO, AKITO;University of Wisconsin;2004",Charles Engel,,https://sites.google.com/site/amatsumo/
"MATTHEWS, MICHELLE;University of Mississippi;2003",William F. Shughart II,Robert D. Tollison; William Chappell; Harvey Palmer,Dissertation
"MATTINA, TODD D.;Queen's University;2002",Beverly Lapham,,academictree
"MAUMBE, BLESSING;Michigan State University;2001",Scott M. Swinton,,academictree
"MAYA, CECILIA;Brandeis University;2004",Blake LeBaron,Narayanan Subramanian; Laarni Bulan; Alan Marcus,Dissertation
"MAYDA, ANNA MARIA;Harvard University;2003",Alberto Alesina,,academictree
"MAYER, ADALBERT;University of Rochester;2003",Mark Bils,,academictree
"MAZA DUERTO, OCTAVIO;Virginia Polytechnic Institute and State University;2003",Djavad Salehi-Isfahani,Ann M. McGuirk; Russell D. Murphy; Aris Spanos; Dennis T. Yang,Dissertation
"MAZUMDER, BHASHKAR;University of California, Berkeley;2001",David Card,Ken Chay; David Levine; Michael Reich,Email
"MC CANNON, BRYAN;Pennsylvania State University;2003",Kala Krishna,,academictree
"MCAVOY, MICHAEL RICHARD;University of Illinois;2001",Larry Neal,,Dissertation
"MCBRADY, MATTHEW;Harvard University;2002",Jeffrey A. Frankel,,academictree
"MCBRIDE, MICHAEL THOMAS;Yale University;2002",Benjamin Polak,Stephen Morris,http://www.princeton.edu/~smorris/past%20PhD%20Students
"MCCABE, PATRICK E.;University of California, Berkeley;2000",David H. Romer,,academictree
"MCCAUSLAND, WILLIAM JAMES;University of Minnesota;2001",John Geweke,,Email
"MCCRARY, JUSTIN REED;University of California, Berkeley;2003",David Card,Kenneth Y. Chay; Steven Raphael,Dissertation
"MCCULLOUGH, RUSSEL;Iowa State University;2003",Arne Hallam,,academictree
"MCCUNN, ALAN;Iowa State University;2001",Wallace E. Huffman,,academictree
"MCDILL, KATHLEEN;University of California, Santa Cruz;2000",Michael Hutchison,Carl Walsh; Menzie Chinn,Dissertation
"MCDONALD, GERARD;Yale University;2004",Peter C.B. Phillips,,academictree
"MCENTARFER, ERIKA;Virginia Polytechnic Institute and State University;2002",Nicolaus Tideman,Nancy Lutz; Rob Giles,Email
"MCGEE, CHRISTOPHER D.;University of North Carolina;2001",Stanley W. Black,,University
"MCGINTY, MATTHEW;University of California, Santa Cruz;2002",Daniel Friedman,Nirvikar Singh; KC Fung,Dissertation
"MCGOUGH, BRUCE B.;University of Oregon;2000",George Evans,Christopher Ellis; Van Kolpin; George Racette,Email
"MCGREGORY, RICHARD C., JR.;University of Wisconsin, Milwaukee;2004",James H. Peoples,,academictree
"MCGUIRE, PATRICK;University of Michigan;2003",Gary Saxonhouse,,Email
"MCINTYRE, GERALD;University of California, Santa Cruz;2000",Kenneth M. Kletzer,,academictree
"MCKENZIE, DAVID;Yale University;2001",Peter C.B. Phillips,,Dissertation; Advisor CV
"MCKINNEY, KEVIN L.;University of California, Santa Barbara;2000",Stephen Trejo,Jon Sonstelie; H.E. Frech III,Dissertation
"MCKNIGHT, ROBIN LYNN;Massachusetts Institute of Technology;2002",Jonathan Gruber; James M. Poterba,,Dissertation
"MCLEOD, MARK;Virginia Polytechnic Institute and State University;2003",Catherine C. Eckel,Nancy Lutz,Email; academictree
"MCMANUS, BRIAN;University of Virginia;2002",Simon Anderson,Steven Stern; Maxim Engers,Email
"MCNAB, ROBERT MARTIN;Georgia State University;2001",Jorge Martinez-Varquez,,academictree
"MCPHAIL, EDWARD A.;University of Massachusetts;2001",Herbert Gintis,,academictree
"MCPHERRON, PATRICK;University of Connecticut;2001",Steven R. Cunningham,Kenneth Couch; Olivier Morand,Dissertation
"MCPHERSON, MATTHEW Q.;West Virginia University;2004",William N. Trumbull,,academictree
"MCWILLIAM, ANDREW GORDON;University of Washington;2003",Carolyn Watts,,academictree
"MEAD, CHARLES IAN;Boston College;2001",Richard Tresch,,academictree
"MECHANIC, SARA;Johns Hopkins University;2002",Joseph Harrington; Bruce Hamilton,Gregory Werden; Russell Pittman,Dissertation
"MEDINA DURANGO, CARLOS ALBERTO;New York University;2001",Christopher Flinn,,academictree
"MEDINA, LUIS;Stanford University;2000",Kenneth J. Arrow,,academictree
"MEELER, KRISTY;University of Georgia;2001",David Kamerschen,Peter Klein; Ronald Warren; Charles DeLorme; Annette Poulsen,Dissertation
"MEGHEA, CRISTIAN;Syracuse University;2004",Stacy Dickert-Conlin,Dan Black; Michael Conlin; William Horrace; Jan Ondrich,Dissertation
"MEH, CESAIRE;University of Western Ontario;2001",Andres Erosa; Gustavo Ventura,Audra Bowlus; Luisa Fuster; Ig Horstmann; David Laidler; Clark Leith; Michael Parkin; Al Slivinski; Todd Stinerbrickner; John Whalley,Dissertation
"MEHBOOB, AHMED;North Carolina State University;2001",John S. Lapp,,Dissertation
"MELAMED, NITZAN;Brown University;2001",Oded Galor,,academictree
"MELENDEZ BARRON, JORGE;University of Chicago;2001",Gary S. Becker,,academictree
"MELENDEZ, MARCELA;Yale University;2002",Christopher Timmins,Steven Berry,University
"MELICHAR, LORI A.;University of Maryland;2002",Judith K. Hellerstein,William Evans; John J. Wallis; Seth Sanders; Suzanne M. Bianchi,Email; academictree
"MELITZ, MARC;University of Michigan;2000",James A. Levinsohn,Susanto Basu; Alan V. Deardorff; Keith J. Crocker,University
"MELKUMIAN, ALLA;West Virginia University;2003",Douglas W. Mitchell,,CV
"MELNIK, MIKHAIL ION;Georgia State University;2003",James Alm,,CV
"MENDEZ, FABIO;Michigan State University;2000",Gerhard Glomm,Rowena Pecchenino; Jeffrey Wooldridge,CV
"MENDI, PEDRO;Northwestern University;2001",Daniel Spulber,,Email; academictree
"MENDOZA, GABRIEL;New School for Social Research;2001",Willi Semmler,,Dissertation
"MENEGOTTO, DEBORAH;Harvard University;2000",Eric S. Maskin,,academictree
"MENG, FANRU;University of Kansas;2001",Mohamed El-Hodiri,Joshua Rosenbloom; Mehrene Larudee; Felix Moos; Gautam Bhattacharya,Email; academictree
"MENON, NIDHIYA;Brown University;2001",Mark M. Pitt,,academictree
"MERCEREAU, BENOIT;Yale University;2002",Christopher Sims,,Dissertation
"MERRY, ELLEN;University of Virginia;2001",Edgar O. Olsen,,academictree
"MERRYMAN, SCOTT ERIC;University of Oregon;2001",Wes Wilson,Bruce Blonigen; Larry Singell; Robert O’Brien,University
"MESA, APOLINAR;Fordham University;2003",Darryl McLeod,Derrick Reagle; Henry Schwalbenberg,Email; academictree
"MESSEMER, CLARISSE MARIE;University of Washington;2003",Richard Startz,,academictree
"MESSER, JODI;University of Kentucky;2000",Mark C. Berger,,academictree
"MESSER, KENT DONALD;Cornell University;2003",William D. Schulze,Greg L. Poe; Jon M. Conrad,http://www.leedr.cornell.edu/kdm22/
"METZ, ALBERT DIEDERICH;University of Chicago;2002",Larry Sjaastad,,academictree
"METZGAR, MATTHEW R.;University of Tennessee;2001",Robert A. Bohm,,Email; academictree
"MEYERHOEFER, CHAD D.;Cornell University;2002",David Sahn,,Email
"MIAH, FAZLUL HOQUE;Wayne State University;2001",Jay Levin,,academictree
"MIAH, MOHAMMAD S.;Northern Illinois University;2001",Virginia Wilcox-Gok,,academictree
"MIALON, HUGO MARC;University of Texas;2004",Maxwell B. Stinchcombe; R. Preston McAfee,Daniel S. Hamermesh; Thomas Wiseman; Stephen J. Trejo; William Spelman,Dissertation
"MIAN, ATIF;Massachusetts Institute of Technology;2001",Abhijit Banerjee; Sendhil Mullainathan,,Dissertation
"MICCO, ALEJANDRO;Harvard University;2000",Gregory Mankiw,,academictree
"MICEVSKA, MAJA BRANKO;Claremont Graduate University;2002",Paul Zak,,Dissertation
"MIJARES, JOHN;University of Houston;2003",John J. Antel,,academictree
"MIKAMI, KAZUHIKO;Boston University;2001",Robert Rosenthal,Kevin Lang,academictree; Commitee CV
"MIKAMI, KAZUHIKO;Virginia Polytechnic Institute and State University;2002",Hans Haller,,academictree
"MIKHAILOVA, TATIANA;Pennsylvania State University;2004",Barry W. Ickes,,CV
"MILAM, GARRETT;University of California, Santa Cruz;2002",Daniel Friedman,Nirvikar Singh; Donald Wittman,Dissertation
"MILIO, ALEXIS;Yale University;2002",William Brainard,,http://economics.yale.edu/sites/default/files/econ_newsletter_2003.pdf
"MILLER, DAVID AARON;Stanford University;2004",Susan Athey,Llya Segal; Steven Tadelis,Dissertation
"MILLER, GENNA RUTH;American University;2003",Mieke Meurs,,academictree
"MILLER, ROBERT MICHAEL;University of Illinois;2002",Werner Baer,Salim Rashid; Joe Finnerty,Dissertation
"MILLER, STEPHEN M.;George Mason University;2002",Joseph D. Reid,David M. Levy; Christine Ranney; George Jakubson,Email
"MILLIGAN, KEVIN;University of Toronto;2001",Jack Minz,,University
"MILLS, DAVID;Pennsylvania State University;2001",Neil Wallace,,Email
"MIN, IN-SIK;Texas A&M University;2003",Qi Li,,University
"MIN, SE-JIN;University of California, Los Angeles;2003",Harold Demsetz,,academictree
"MINA, WASSEEM MICHEL;Georgia State University;2002",Jorge Martinez-Vazquez,,academictree
"MINELLA, ANDRE;New York University;2001",Mark Gertler,,academictree
"MINIANE, JACQUES;Johns Hopkins University;2003",Christopher D. Carroll,Thomas Lubik; John H. Rogers,Dissertation; Commitee CV
"MINJA, ELLINAMI;Oklahoma State University;2003",Frank Steindl,,academictree
"MIRDHA, HOSNE ARA;University of Wisconsin, Milwaukee;2002",James H. Peoples,,academictree
"MIRIBEL, FREDERIC;University of Delaware;2001",James L. Butkiewicz,Michael J. Ginzberg; Conrado M. Gempesaw II,Dissertation
"MISHRA, PRACHI;Columbia University;2004",Donald Davis,,academictree
"MISINA, MIROSLAV;Queen's University;2002",Frank Milne,,academictree
"MITCHELL, DAVID T.;George Mason University;2004",Richard E. Wagner,,
"MITCHENER, KRIS JAMES;University of California, Berkeley;2001",Barry Eichengreen,,academictree
"MITEZA, ILIR;University of Wisconsin, Milwaukee;2001",Mohsen Bahmani-Oskooee,,academictree; Advisor CV
"MOBARAK, AHMED M.;University of Maryland;2002",Roger R. Betancourt; Maureen L. Cropper,Peter Murrell; William Evans; Bartlomiej Kaminski,Email; academictree
"MODARRES-MOUSAVI, SHABNAM;Virginia Polytechnic Institute and State University;2002",Nicolaus Tideman,Catherine Eckel; James Garrison; Kent Nakamoto; Aris Spanos,Dissertation
"MOEIS, JOSSY PRANANTA;George Washington University;2003",Bryan Boulier,,academictree
"MOFFETT, MAURICE;University of New Mexico;2002",Alok Bohara; Kate Krause,Kishore Gawande; Richard Santos; Wendy Hansen,Dissertation
"MOHAN, VIJAY;Iowa State University;2003",Harvey E. Lapan,,academictree
"MOHAPATRA, SANDEEP;University of California, Davis;2004",Scott Rozelle; Rachael Goodhue,Jeffrey Williams,Dissertation
"MOHSIN, MOHAMMED;York University;2000",Arman Mansoorian,,academictree
"MOLE, PAULO;Michigan State University;2000",Michael T. Weber,Eric Crawford; John Strauss,Dissertation
